,history_deleted,owner_id,subtasks_expired,subtasks_failed,transfer_events,nice_status,source_endpoint_id,effective_bytes_per_second,symlinks,status,preserve_timestamp,username,is_paused,@version,source_endpoint_display_name,destination_endpoint,nice_status_details,wf_uuid,deadline,verify_checksum,DATA_TYPE,files_skipped,subtasks_succeeded,@timestamp,destination_endpoint_display_name,subtasks_retrying,files,subtasks_pending,task_id,delete_destination_extra,subtasks_canceled,dag_job_id,request_time,subtasks_total,files_transferred,nice_status_short_description,sync_level,recursive_symlinks,source_endpoint,bytes_checksummed,encrypt_data,label,bytes_transferred,fatal_error,destination_endpoint_id,event,command,type,canceled_by_admin_message,completion_time,directories,nice_status_expires_in,canceled_by_admin,faults
14,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 21:58:46+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 21:58:46+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 64427791,\n  ""mbps"": 30.27,\n  ""duration"": 17.03\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:58:29+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 252406784,\n  ""mbps"": 31.07,\n  ""duration"": 65.0\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:57:24+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 245907456,\n  ""mbps"": 32.79,\n  ""duration"": 60.0\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:56:24+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 248347648,\n  ""mbps"": 32.66,\n  ""duration"": 60.83\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:23+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,710427ca-7331-11e8-9393-0a6d4e044368,3945797,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 21:55:18+00:00,False,task,0,2,2018-06-27T21:58:55.060Z,georgepap#exo-master2,0,1,0,c8b0c08a-7a54-11e8-9434-0a6d4e044368,False,0,stage_in_local_local_0_2,2018-06-27 21:55:21+00:00,2,1,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_0_2,811089679,,8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 21:58:46+00:00,0,,,0
15,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 22:03:47+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 22:03:47+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 269709482,\n  ""mbps"": 33.93,\n  ""duration"": 63.58\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:02:43+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 281208832,\n  ""mbps"": 34.61,\n  ""duration"": 65.0\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:01:38+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 260134912,\n  ""mbps"": 34.22,\n  ""duration"": 60.82\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:00:38+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,710427ca-7331-11e8-9393-0a6d4e044368,4216379,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 22:00:32+00:00,False,task,0,2,2018-06-27T22:03:48.916Z,georgepap#exo-master2,0,1,0,83db93b2-7a55-11e8-9434-0a6d4e044368,False,0,stage_in_local_local_0_1,2018-06-27 22:00:35+00:00,2,1,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_0_1,811053226,,8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 22:03:47+00:00,0,,,0
16,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 21:56:28+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 2\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 21:56:28+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 36088,\n  ""mbps"": 0.31,\n  ""duration"": 0.93\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:56:27+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,710427ca-7331-11e8-9393-0a6d4e044368,580,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 21:55:23+00:00,False,task,0,4,2018-06-27T21:56:37.563Z,georgepap#exo-master2,0,2,0,cbae4df2-7a54-11e8-9434-0a6d4e044368,False,0,stage_in_local_local_2_0,2018-06-27 21:55:26+00:00,4,2,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_2_0,36088,,8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 21:56:28+00:00,0,,,0
17,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 22:03:56+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 22:03:56+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 58,\n  ""mbps"": 0.0,\n  ""duration"": 0.79\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:03:55+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,8264a2f2-7330-11e8-9393-0a6d4e044368,14,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-master2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 22:03:49+00:00,False,task,0,2,2018-06-27T22:04:02.262Z,georgepap#exo-master2,0,1,0,f94af142-7a55-11e8-9434-0a6d4e044368,False,0,stage_in_local_local_0_1,2018-06-27 22:03:52+00:00,2,1,,,ignore,georgepap#exo-master2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_0_1,58,,8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 22:03:56+00:00,0,,,0
18,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 21:56:16+00:00', 'is_error': True, 'description': 'canceled', 'details': 'Canceled by the task owner', 'DATA_TYPE': 'event', 'code': 'CANCELED'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:49+00:00', 'is_error': True, 'description': 'file not found', 'details': '{\n  ""context"": [\n    {\n      ""operation"": ""Directory List / File Scan"",\n      ""path"": ""/home/panorama/1000genome-workflow/bin/frequency_wrapper.sh""\n    }\n  ],\n  ""error"": {\n    ""body"": ""550-GlobusError: v=1 c=PATH_NOT_FOUND\\\\r\\\\n550-GridFTP-Errno: 2\\\\r\\\\n550-GridFTP-Reason: System error in stat\\\\r\\\\n550-GridFTP-Error-String: No such file or directory\\\\r\\\\n550 End.\\\\r\\\\n"",\n    ""code"": 550,\n    ""endpoint"": ""georgepap#exo-data2 (710427ca-7331-11e8-9393-0a6d4e044368)"",\n    ""server"": ""gsiftp://165.124.159.6:2811"",\n    ""type"": ""FTPServerError""\n  }\n}', 'DATA_TYPE': 'event', 'code': 'FILE_NOT_FOUND'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:19+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:19+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 4248,\n  ""mbps"": 0.04,\n  ""duration"": 0.76\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:18+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:17+00:00', 'is_error': True, 'description': 'file not found', 'details': '{\n  ""context"": [\n    {\n      ""operation"": ""Directory List / File Scan"",\n      ""path"": ""/home/panorama/1000genome-workflow/bin/frequency_wrapper.sh""\n    }\n  ],\n  ""error"": {\n    ""body"": ""550-GlobusError: v=1 c=PATH_NOT_FOUND\\\\r\\\\n550-GridFTP-Errno: 2\\\\r\\\\n550-GridFTP-Reason: System error in stat\\\\r\\\\n550-GridFTP-Error-String: No such file or directory\\\\r\\\\n550 End.\\\\r\\\\n"",\n    ""code"": 550,\n    ""endpoint"": ""georgepap#exo-data2 (710427ca-7331-11e8-9393-0a6d4e044368)"",\n    ""server"": ""gsiftp://165.124.159.6:2811"",\n    ""type"": ""FTPServerError""\n  }\n}', 'DATA_TYPE': 'event', 'code': 'FILE_NOT_FOUND'}]",,710427ca-7331-11e8-9393-0a6d4e044368,69,0,FAILED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 21:55:13+00:00,False,task,0,1,2018-06-27T21:56:17.956Z,georgepap#exo-master2,0,1,0,c5684b1e-7a54-11e8-9434-0a6d4e044368,False,2,stage_in_local_local_2_2,2018-06-27 21:55:15+00:00,3,1,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_2_2,4248,"{'description': 'canceled', 'code': 'CANCELED'}",8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 21:56:16+00:00,0,,,2
19,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 21:58:07+00:00', 'is_error': True, 'description': 'canceled', 'details': 'Canceled by the task owner', 'DATA_TYPE': 'event', 'code': 'CANCELED'}, {'parent_task_id': None, 'time': '2018-06-27 21:57:41+00:00', 'is_error': True, 'description': 'file not found', 'details': '{\n  ""context"": [\n    {\n      ""operation"": ""Directory List / File Scan"",\n      ""path"": ""/home/panorama/1000genome-workflow/bin/frequency_wrapper.sh""\n    }\n  ],\n  ""error"": {\n    ""body"": ""550-GlobusError: v=1 c=PATH_NOT_FOUND\\\\r\\\\n550-GridFTP-Errno: 2\\\\r\\\\n550-GridFTP-Reason: System error in stat\\\\r\\\\n550-GridFTP-Error-String: No such file or directory\\\\r\\\\n550 End.\\\\r\\\\n"",\n    ""code"": 550,\n    ""endpoint"": ""georgepap#exo-data2 (710427ca-7331-11e8-9393-0a6d4e044368)"",\n    ""server"": ""gsiftp://165.124.159.6:2811"",\n    ""type"": ""FTPServerError""\n  }\n}', 'DATA_TYPE': 'event', 'code': 'FILE_NOT_FOUND'}, {'parent_task_id': None, 'time': '2018-06-27 21:57:09+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 21:57:09+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 4248,\n  ""mbps"": 0.04,\n  ""duration"": 0.76\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:57:08+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}, {'parent_task_id': None, 'time': '2018-06-27 21:57:07+00:00', 'is_error': True, 'description': 'file not found', 'details': '{\n  ""context"": [\n    {\n      ""operation"": ""Directory List / File Scan"",\n      ""path"": ""/home/panorama/1000genome-workflow/bin/frequency_wrapper.sh""\n    }\n  ],\n  ""error"": {\n    ""body"": ""550-GlobusError: v=1 c=PATH_NOT_FOUND\\\\r\\\\n550-GridFTP-Errno: 2\\\\r\\\\n550-GridFTP-Reason: System error in stat\\\\r\\\\n550-GridFTP-Error-String: No such file or directory\\\\r\\\\n550 End.\\\\r\\\\n"",\n    ""code"": 550,\n    ""endpoint"": ""georgepap#exo-data2 (710427ca-7331-11e8-9393-0a6d4e044368)"",\n    ""server"": ""gsiftp://165.124.159.6:2811"",\n    ""type"": ""FTPServerError""\n  }\n}', 'DATA_TYPE': 'event', 'code': 'FILE_NOT_FOUND'}]",,710427ca-7331-11e8-9393-0a6d4e044368,69,0,FAILED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 21:57:03+00:00,False,task,0,1,2018-06-27T21:58:08.581Z,georgepap#exo-master2,0,1,0,074aa3ec-7a55-11e8-9434-0a6d4e044368,False,2,stage_in_local_local_2_2,2018-06-27 21:57:06+00:00,3,1,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_2_2,4248,"{'description': 'canceled', 'code': 'CANCELED'}",8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 21:58:07+00:00,0,,,2
20,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 21:56:22+00:00', 'is_error': True, 'description': 'canceled', 'details': 'Canceled by the task owner', 'DATA_TYPE': 'event', 'code': 'CANCELED'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:55+00:00', 'is_error': True, 'description': 'file not found', 'details': '{\n  ""context"": [\n    {\n      ""operation"": ""Directory List / File Scan"",\n      ""path"": ""/home/panorama/1000genome-workflow/bin/individuals_wrapper.sh""\n    }\n  ],\n  ""error"": {\n    ""body"": ""550-GlobusError: v=1 c=PATH_NOT_FOUND\\\\r\\\\n550-GridFTP-Errno: 2\\\\r\\\\n550-GridFTP-Reason: System error in stat\\\\r\\\\n550-GridFTP-Error-String: No such file or directory\\\\r\\\\n550 End.\\\\r\\\\n"",\n    ""code"": 550,\n    ""endpoint"": ""georgepap#exo-data2 (710427ca-7331-11e8-9393-0a6d4e044368)"",\n    ""server"": ""gsiftp://165.124.159.6:2811"",\n    ""type"": ""FTPServerError""\n  }\n}', 'DATA_TYPE': 'event', 'code': 'FILE_NOT_FOUND'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:24+00:00', 'is_error': True, 'description': 'file not found', 'details': '{\n  ""context"": [\n    {\n      ""operation"": ""Directory List / File Scan"",\n      ""path"": ""/home/panorama/1000genome-workflow/bin/individuals_wrapper.sh""\n    }\n  ],\n  ""error"": {\n    ""body"": ""550-GlobusError: v=1 c=PATH_NOT_FOUND\\\\r\\\\n550-GridFTP-Errno: 2\\\\r\\\\n550-GridFTP-Reason: System error in stat\\\\r\\\\n550-GridFTP-Error-String: No such file or directory\\\\r\\\\n550 End.\\\\r\\\\n"",\n    ""code"": 550,\n    ""endpoint"": ""georgepap#exo-data2 (710427ca-7331-11e8-9393-0a6d4e044368)"",\n    ""server"": ""gsiftp://165.124.159.6:2811"",\n    ""type"": ""FTPServerError""\n  }\n}', 'DATA_TYPE': 'event', 'code': 'FILE_NOT_FOUND'}]",,710427ca-7331-11e8-9393-0a6d4e044368,0,0,FAILED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 21:55:18+00:00,False,task,0,0,2018-06-27T21:56:24.194Z,georgepap#exo-master2,0,1,0,c8c70d22-7a54-11e8-9434-0a6d4e044368,False,3,stage_in_local_local_0_1,2018-06-27 21:55:21+00:00,3,0,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_0_1,0,"{'description': 'canceled', 'code': 'CANCELED'}",8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 21:56:22+00:00,0,,,2
21,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 21:56:26+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 21:56:26+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 4902455,\n  ""mbps"": 35.59,\n  ""duration"": 1.1\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:56:25+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 1\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 21:56:25+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 262923886,\n  ""mbps"": 34.55,\n  ""duration"": 60.88\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 21:55:24+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,710427ca-7331-11e8-9393-0a6d4e044368,4145318,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-data2,georgepap#exo-master2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 21:55:19+00:00,False,task,0,4,2018-06-27T21:56:33.085Z,georgepap#exo-master2,0,2,0,c8dedede-7a54-11e8-9434-0a6d4e044368,False,0,stage_in_local_local_0_0,2018-06-27 21:55:21+00:00,4,2,,,ignore,georgepap#exo-data2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_in_local_local_0_0,267826341,,8264a2f2-7330-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 21:56:26+00:00,0,,,0
22,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 22:26:11+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 5\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:11+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 1125940,\n  ""mbps"": 4.72,\n  ""duration"": 1.91\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:09+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,8264a2f2-7330-11e8-9393-0a6d4e044368,239065,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-master2,georgepap#exo-data2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 22:26:03+00:00,False,task,0,10,2018-06-27T22:26:16.729Z,georgepap#exo-data2,0,5,0,1458be62-7a59-11e8-9434-0a6d4e044368,False,0,stage_out_local_local_2_1,2018-06-27 22:26:06+00:00,10,5,,,ignore,georgepap#exo-master2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_out_local_local_2_1,1125940,,710427ca-7331-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 22:26:11+00:00,0,,,0
23,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 22:26:17+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 5\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:17+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 956487,\n  ""mbps"": 4.06,\n  ""duration"": 1.89\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:15+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,8264a2f2-7330-11e8-9393-0a6d4e044368,177206,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-master2,georgepap#exo-data2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 22:26:09+00:00,False,task,0,10,2018-06-27T22:26:22.007Z,georgepap#exo-data2,0,5,0,17fb01ce-7a59-11e8-9434-0a6d4e044368,False,0,stage_out_local_local_2_0,2018-06-27 22:26:11+00:00,10,5,,,ignore,georgepap#exo-master2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_out_local_local_2_0,956487,,710427ca-7331-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 22:26:17+00:00,0,,,0
24,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 22:26:07+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 4\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:07+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 799320,\n  ""mbps"": 3.18,\n  ""duration"": 2.01\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:05+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,8264a2f2-7330-11e8-9393-0a6d4e044368,163457,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-master2,georgepap#exo-data2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 22:26:00+00:00,False,task,0,8,2018-06-27T22:26:13.151Z,georgepap#exo-data2,0,4,0,11ccfd99-7a59-11e8-9434-0a6d4e044368,False,0,stage_out_local_local_2_2,2018-06-27 22:26:03+00:00,8,4,,,ignore,georgepap#exo-master2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_out_local_local_2_2,799320,,710427ca-7331-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 22:26:07+00:00,0,,,0
25,False,b821e4e5-52df-41b7-a27c-4881691d259a,0,0,"[{'parent_task_id': None, 'time': '2018-06-27 22:26:18+00:00', 'is_error': False, 'description': 'succeeded', 'details': '{\n  ""files_succeeded"": 5\n}', 'DATA_TYPE': 'event', 'code': 'SUCCEEDED'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:18+00:00', 'is_error': False, 'description': 'progress', 'details': '{\n  ""bytes_transferred"": 1086483,\n  ""mbps"": 4.51,\n  ""duration"": 1.93\n}', 'DATA_TYPE': 'event', 'code': 'PROGRESS'}, {'parent_task_id': None, 'time': '2018-06-27 22:26:16+00:00', 'is_error': False, 'description': 'started', 'details': '{\n  ""type"": ""GridFTP Transfer"", \n  ""concurrency"": 2, \n  ""parallelism"": 4, \n  ""pipelining"": 20\n}', 'DATA_TYPE': 'event', 'code': 'STARTED'}]",,8264a2f2-7330-11e8-9393-0a6d4e044368,217522,0,SUCCEEDED,False,georgepap,False,1,georgepap#exo-master2,georgepap#exo-data2,,7dc85a61-0e02-4d18-add5-600052ace052,2018-06-28 22:26:11+00:00,False,task,0,10,2018-06-27T22:26:24.125Z,georgepap#exo-data2,0,5,0,184fb567-7a59-11e8-9434-0a6d4e044368,False,0,stage_out_local_local_2_0,2018-06-27 22:26:13+00:00,10,5,,,ignore,georgepap#exo-master2,0,False,7dc85a61-0e02-4d18-add5-600052ace052 - stage_out_local_local_2_0,1086483,,710427ca-7331-11e8-9393-0a6d4e044368,transfer.inv.go,API 0.10,TRANSFER,,2018-06-27 22:26:18+00:00,0,,,0
